Facility Name:,Zip Code,County,Adult Dogs: In Shelter Count as of  1/1/2017,Adult Dogs: In Foster Care Count 1/1/2017,Adult Dogs: Stray,Adult Dogs: Owner Relinquished,Adult Dogs: Owner Requested Euthanasia upon intake,Adult Dogs: Transfer in from another Colorado organization  ,Adult Dogs: Transfer in from Out of State organization,Adult Dogs: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Dogs: Adoption,Adult Dogs: Returned To Owner (RTO),Adult Dogs: Transferred out to another Colorado organization,Adult Dogs: Transferred to an out of state organization,Adult Dogs: Other live outcomes (ie: tnr/snr),Adult Dogs: Died,Adult Dogs: Missing/Stolen,Adult Dogs: Shelter Euthanasia ,Adult Dogs: Owner Requested Euthanasia,Adult Dogs: In Shelter Count as of 12/31/2017,Adult Dogs: In Foster Care Count 12/31/2017,** End of Adult Dog section **,Juvenile Dogs: In Shelter Count as of 1/1/2017,Juvenile Dogs: In Foster Care Count 1/1/2017,Juvenile Dogs: Stray,Juvenile Dogs: Owner Relinquished ,Juvenile Dogs: Owner Requested Euthanasia upon intake,Juvenile Dogs: Transfer in from another Colorado organization,Juvenile Dogs: Transfer in from Out of State organization,Juvenile Dogs: Other: TNR/Protective Custody/Returns/Disaster relief,Juvenile Dogs: Adoption ,Juvenile Dogs: Returned To Owner (RTO),Juvenile Dogs: Transferred out to another Colorado organization,Juvenile Dogs: Transferred to an out of state organization,Juvenile Dogs: Other live outcomes (ie tnr/snr) ,Juvenile Dogs: Died,Juvenile Dogs: Missing/Stolen,Juvenile Dogs: Shelter Euthanasia,Juvenile Dogs: Owner Requested Euthanasia,Juvenile Dogs: In Shelter Count as of 12/31/2017,Juvenile Dogs: In Foster Care Count 12/31/2017,** End of Juvenile Dog section **,Adult Cats: In Shelter Count as of 1/1/2017,Adult Cats: In Foster Care Count 1/1/2017,Adult Cats: Stray,Adult Cats: Owner Relinquished,Adult Cats: Owner Requested Euthanasia upon intake,Adult Cats: Transfer in from another Colorado organization,Adult Cats: Transfer in from Out of State organization,Adult Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Cats: Adoption,Adult Cats: Returned To Owner (RTO),Adult Cats: Transferred out to another Colorado organization,Adult Cats: Transferred to an out of state organization,Adult Cats: Other live outcomes (ie: tnr/snr),Adult Cats: Died,Adult Cats: Missing / Stolen,Adult Cats: Shelter Euthanasia,Adult Cats: Owner Requested Euthanasia ,Adult Cats: In Shelter Count as of 12/31/2017,Adult Cats: In Foster Care Count 12/31/2017,** End of Adult Cat section **,Juvenile Cats: In Shelter Count as of 1/1/2017,Juvenile Cats: In Foster Care Count 1/1/2017,Juvenile Cats: Stray ,Juvenile Cats: Owner Relinquished,Juvenile Cats: Owner Requested Euthanasia upon intake,Juvenile Cats: Transfer in from another Colorado organization,Juvenile Cats: Transfer in from Out of State organization,Juvenile Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Juvenile Cats: Adoption ,Juvenile Cats: Returned To Owner (RTO),Juvenile Cats: Transferred out to another Colorado organization,Juvenile Cats: Transferred to an out of state organization,Juvenile Cats: Other Live Outcomes (ie:tnr / snr),Juvenile Cats: Died ,Juvenile Cats: Missing/Stolen,Juvenile Cats: Shelter Euthanasia,Juvenile Cats: Owner Requested Euthanasia ,Juvenile Cats: In Shelter Count as of 12/31/2017,Juvenile Cats: In Foster Care Count 12/31/2017,** End of Juvenile Cats section **,Birds: In Shelter Count as of 1/1/2017,Birds: In Foster Care Count 1/1/2017,Birds: Stray,Birds: Owner Relinquished,Birds: Owner Requested Euthanasia upon intake,Birds: Transfer in from another Colorado organization,Birds: Transfer in from Out of State organization,Birds: Other: TNR/Protective Custody/Returns/Disaster Relief,Birds: Adoption,Birds: Returned To Owner (RTO),Birds: Transferred out to another Colorado organization,Birds: Transferred to an out of state organization,Birds: Other Live Outcomes(ie: tnr/snr),Birds: Died,Birds: Missing/Stolen ,Birds: Shelter Euthanasia,Birds: Owner Requested Euthanasia,Birds: In Shelter Count as of 12/31/2017,Birds: In Foster Care Count 12/31/2017,** End of Birds section **,Small Mammal: In Shelter Count as of 1/1/2017,Small Mammal: In Foster Care Count 1/1/2017,Sm Mammal: Stray,Sm Mammal: Owner Relinquished,Sm Mammal: Owner Requested Euthanasia upon intake,Sm Mammal: Transfer in from another Colorado organization,Sm Mammal: Transfer in from Out of State organization,Sm Mammal: Other: TNR/Protective Custody/Returns/Disaster Relief,Sm Mammal: Adoption,Sm Mammal: Returned To Owner (RTO),Sm Mammal: Transferred out to another Colorado organization,Sm Mammal: Transferred to an out of state organization,Sm Mammal: Other Live Outcomes (ie: tnr/snr),Sm Mammal: Died,Sm Mammal: Missing/Stolen ,Sm Mammal: Shelter Euthanasia,Sm Mammal: Owner Requested Euthanasia,Sm Mammal: In Shelter Count as of 12/31/2017,Sm Mammal: In Foster Care Count as of 12/31/2017,** End of Small Mammal section **,Reptiles & Amphibians: In Shelter Count as of 1/1/2017,Reptiles & Amphibians: In Foster Care Count 1/1/2017,Reptiles & Amphibians: Stray,Reptiles & Amphibians: Owner Relinquished,Reptiles & Amphibians: Owner Requested Euthanasia upon intake,Reptiles & Amphibians: Transfer in from another Colorado organization,Reptiles & Amphibians: Transfer in from Out of State organization,Reptiles & Amphibians: Other: TNR/Protective Custody/Returns/Disaster Relief,Reptiles & Amphibians: Adoption,Reptiles & Amphibians: Returned To Owner (RTO),Reptiles & Amphibians: Transferred out to another Colorado organization,Reptiles & Amphibians: Transferred to an out of state organization,Reptiles & Amphibians: Other Live Outcomes (ie: tnr/snr),Reptiles & Amphibians: Died,Reptiles & Amphibians: Missing/Stolen ,Reptiles & Amphibians: Shelter Euthanasia,Reptiles & Amphibians: Owner Requested Euthanasia,Reptiles & Amphibians: In Shelter Count as of 12/31/2017,Reptiles & Amphibians: In Foster Care Count as of 12/31/2017,** End of Reptiles & Amphibians section **,Rabbits: In Shelter Count as of 1/1/2017,Rabbits: In Foster Care Count 1/1/2017,Rabbits: Stray,Rabbits: Owner Relinquished,Rabbits: Owner Requested Euthanasia upon intake,Rabbits: Transfer in from another Colorado organization,Rabbits: Transfer in from Out of State organization,Rabbits: Other: TNR/Protective Custody/Returns/Disaster Relief,Rabbits: Adoption,Rabbits: Returned To Owner (RTO),Rabbits: Transferred out to another Colorado organization,Rabbits: Transferred to an out of state organization,Rabbits: Other Live Outcomes ( ie: tnr/snr),Rabbits: Died,Rabbits: Missing / Stolen ,Rabbits: Shelter Euthanasia,Rabbits: Owner Requested Euthanasia,Rabbits: In Shelter Count as of 12/31/2017,Rabbits: In Foster Care Count as of 12/31/2017,** End of Rabbits section **,Other: In Shelter Count as of 1/1/2017,Other: In Foster Care Count 1/1/2017,Other: Stray,Other: Owner Relinquished,Other: Owner Requested Euthanasia upon intake,Other: Transfer in from another Colorado organization,Other: Transfer in from Out of State organization,Other: TNR/Protective Custody/Returns/Disaster Relief,Other: Adoption,Other: Returned To Owner (RTO),Other: Transferred out to another Colorado organization,Other: Transferred to an out of state organization,Other: Other Live Outcomes (ie: tnr/snr),Other: Died,Other: Missing / Stolen ,Other: Shelter Euthanasia,Other: Owner Requested Euthanasia,Other: In Shelter Count as of 12/31/2017,Other: In Foster Care Count as of 12/31/2017,Location 1
"Dancing Dog Rescue and Recovery Ranch, Inc.",80643,Weld County,16,15,0,0,0,13,64,0,73,0,0,0,0,0,0,0,0,24,7,,16,2,0,0,0,19,31,0,61,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keenesburg 80643
(40.067143, -104.493065)"
Colorado Sheltie Rescue,80215,Jefferson County,0,1,0,9,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood 80215
(39.743677, -105.115273)"
Demi's Animal Rescue,80016,Arapahoe County,0,0,0,6,0,7,11,0,23,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,4,3,9,,23,6,,43,,,,,,,,,,2,,0,0,1,1,0,1,16,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora 80016
(39.592658, -104.731172)"
WolfWood,81137,La Plata County,61,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ignacio 81137
(37.090625, -107.62142)"
Pointerrescue Org,80610,Weld County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ault 80610
(40.657041, -104.602026)"
Gunnison Valley Animal Welfare League,81230,Gunnison County,4,4,146,25,0,2,0,10,30,150,3,0,0,1,0,1,0,3,3,,0,0,3,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,4,2,27,41,0,10,0,2,60,14,0,0,0,1,0,1,0,10,0,,0,1,16,28,0,0,0,0,40,0,0,0,0,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison 81230
(38.498592, -107.02781)"
Colorado Beagle Rescue,80031,Adams County,0,2,0,15,0,5,74,1,90,0,1,0,0,2,0,0,0,0,4,,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westminster 80031
(39.874619, -105.039583)"
Animal Clinic of Julesburg,80737,Sedgwick County,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Julesburg 80737
(40.877767, -102.187323)"
Cats League and Assistance of the Western Slope,81505,Mesa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,10,239,61,0,3,4,64,206,1,12,0,18,47,0,8,0,156,58,,0,51,243,60,0,0,0,24,342,0,0,0,9,6,0,0,0,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Junction 81505
(39.127619, -108.611092)"
Ark-Valley Humane Society,81211,Chaffee County,12,4,243,102,0,78,21,9,221,225,0,3,5,1,0,3,0,8,3,,0,0,14,5,0,0,27,0,33,3,0,0,0,3,0,1,0,0,6,,14,1,52,98,0,36,17,4,179,20,2,0,1,2,0,1,0,7,3,,2,0,35,72,0,39,0,0,148,2,0,0,0,5,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Buena Vista 81211
(38.853205, -106.167062)"
Larimer Humane Society,80538,Larimer County,19,4,1370,718,209,22,121,198,710,1288,65,4,0,2,0,354,209,26,3,,0,9,28,20,0,5,68,2,114,10,3,0,0,2,0,2,0,1,0,,22,4,710,629,119,29,37,45,826,215,107,0,0,7,0,275,119,42,4,,1,5,258,103,0,7,4,17,301,5,26,0,0,11,0,45,0,3,4,,3,0,17,13,0,0,0,2,30,2,0,0,0,0,0,1,0,2,0,,1,0,122,196,12,3,11,55,225,0,0,0,0,5,0,70,12,76,12,,1,0,10,34,1,0,0,2,37,4,0,0,0,0,0,6,1,0,0,,1,7,38,89,2,6,3,8,117,5,0,0,0,15,0,10,2,5,0,,7,0,55,113,6,0,0,79,214,14,2,0,0,9,0,15,6,0,0,"Loveland 80538
(40.449559, -105.110179)"
Friends of Cedaredge Animal Control,81413,Delta County,4,0,91,33,0,10,0,0,58,68,8,0,0,0,0,1,0,2,1,,0,0,6,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,,22,0,39,36,0,4,0,0,65,6,1,0,0,0,0,4,0,12,1,,5,0,109,0,0,0,0,0,111,0,0,0,0,9,0,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedaredge 81413
(38.952644, -107.920549)"
Kneady Kitten Rescue,80219,Denver County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,0,22,0,0,44,0,0,0,0,0,0,0,0,0,4,,0,6,11,12,0,20,0,0,25,0,0,0,0,2,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver 80219
(39.696096, -105.034969)"
Circle 2 Ranch - an Animal Sancturay,80439,Jefferson County,,18,105,0,0,0,126,,225,,,,,2,,,,,22,,,22,112,,,,108,,230,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evergreen 80439
(39.647716, -105.362296)"
POLARIS Alaskan Malamute Rescue,80403,Jefferson County,5,0,1,6,0,2,0,0,11,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden 80403
(39.829062, -105.298581)"
Delta County Citizens for Animal Welfare and Shelter,81416,Delta County,8,0,118,44,0,0,0,0,82,58,24,0,0,0,0,6,0,0,0,,0,0,15,11,0,3,0,0,23,6,0,0,0,0,0,0,0,0,0,,7,0,13,9,0,0,0,0,20,2,6,0,1,0,0,0,0,0,0,,0,0,37,5,0,4,0,0,12,0,30,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta 81416
(38.736655, -108.099446)"
True-Blue Pet Rescue,80013,Arapahoe County,0,0,,,,,37,,36,,,,,,,1,,,1,,0,0,,1,0,0,11,9,19,,,,,1,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora 80013
(39.659198, -104.774814)"
9 Lives Rescue,80922,El Paso County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,26,7,0,29,0,17,98,0,0,0,2,3,0,0,0,,37,,,0,21,0,0,14,0,2,2,0,0,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs 80922
(38.891441, -104.701368)"
ASPEN/ PITKIN COUNTY ANIMAL SHELTER,81611,Pitkin County,14,0,97,49,0,27,7,9,88,96,0,0,0,0,0,2,0,17,0,,6,0,3,9,0,95,12,0,114,2,0,0,0,0,0,0,0,9,0,,9,0,13,23,0,0,7,0,35,11,0,0,0,0,0,1,0,5,0,,1,0,0,10,0,5,12,0,28,0,0,0,0,0,0,0,0,0,0,,1,0,6,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Aspen 81611
(39.171024, -106.822652)"
All Breed Rescue & Training,80907,El Paso County,0,52,0,20,0,23,0,7,76,10,0,0,0,0,1,1,0,0,40,,0,11,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs 80907
(38.87773, -104.821147)"
"Gunnison Underdog Rescue, Inc.",81230,Gunnison County,0,7,3,18,0,1,20,0,46,0,0,0,0,0,0,0,0,0,3,,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,1,0,0,4,0,0,0,0,0,0,0,0,3,,,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison 81230
(38.498592, -107.02781)"
Dalmatian Rescue of Colorado,80526,Larimer County,,10,0,0,0,7,18,0,24,0,0,0,0,2,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Collins 80526
(40.534366, -105.115142)"
Humane Society of Weld County,80620,Weld County,98,0,1527,190,105,13,37,121,935,795,54,5,0,5,0,141,84,71,1,,17,0,223,46,6,16,53,16,282,73,2,0,0,4,1,9,6,0,0,,84,0,586,96,47,0,0,30,450,42,60,0,0,9,5,183,38,55,1,,65,0,683,24,4,2,0,19,501,7,68,0,0,86,5,72,4,47,7,,0,0,11,1,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,,0,0,9,9,0,0,0,2,17,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,22,8,0,0,0,1,16,2,10,0,0,0,0,2,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Evans 80620
(40.377208, -104.71396)"
Rocky Mountain Society of Aviculture,80216,Denver County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,15,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver 80216
(39.784024, -104.95763)"
"Chihuahua & Small Dog Rescue, Inc.",80907,El Paso County,,59,,21,,71,55,,188,,,,,,,,,,18,,,10,,,,10,55,,44,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs 80907
(38.87773, -104.821147)"
Barnwater Cats Rescue Organization,80210,Denver County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver 80210
(39.679179, -104.963089)"
City of Burlington Animal Shelter,80807,Kit Carson County,0,0,79,0,,0,0,0,14,65,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington 80807
(39.30193, -102.224478)"
Mile High Labrador Retriever Mission,80020,Broomfield County,0,5,0,0,0,0,144,0,132,0,0,1,0,0,1,1,0,0,14,,0,0,0,0,0,0,128,0,128,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Broomfield 80020
(39.925616, -105.066301)"
Bounce Animal Rescue,80525,Larimer County,0,9,0,25,0,2,340,0,342,0,0,0,0,0,0,15,0,0,19,,0,15,0,6,0,0,747,51,752,0,0,0,0,3,0,42,0,0,22,,0,0,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,2,,0,0,0,2,0,0,17,17,34,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,3,4,1,0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fort Collins 80525
(40.528581, -105.050849)"
Fort Morgan Humane Society,80701,Morgan County,20,0,287,6,0,0,7,43,100,219,24,0,0,0,0,2,0,18,0,,0,0,55,0,0,0,0,15,53,5,7,0,0,0,0,0,0,5,0,,2,0,156,3,0,0,0,7,99,20,29,0,6,1,0,0,0,13,0,,0,0,48,0,0,0,0,31,31,0,38,0,0,10,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fort Morgan 80701
(40.192576, -103.817316)"
Paradise Animal Welfare Society,81225,Gunnison County,0,0,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,3,1,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,,0,0,17,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crested Butte 81225
(38.903302, -106.968258)"
David & Mary Jackson,81321,Montezuma County,47,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortez 81321
(37.35312, -108.642546)"
Doggy Dog World Rescue,80127,Denver County,,15,1,6,0,13,181,0,195,0,1,4,0,1,0,0,0,,15,,,0,0,0,0,1,109,0,103,0,0,0,0,1,0,0,0,,6,,,0,0,0,0,0,34,0,33,0,0,1,0,0,0,0,0,,0,,,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littleton 80127
(39.572458, -105.141992)"
"Animal Rescue Connection, Inc.",80503,Boulder County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,13,0,41,0,0,47,0,7,0,,0,0,3,0,0,6,,0,0,4,18,0,17,0,0,34,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmont 80503
(40.157538, -105.185328)"
"Cavalier King Charles Spaniel Club Rescue, Inc. ",80122,Arapahoe County,0,0,0,18,0,1,0,0,12,0,0,4,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littleton 80122
(39.58058, -104.956429)"
